experiment,phase,model,target_interval_sec,attacker_share,confirmations,acceptance_policy,success_probability,ci_lower,ci_upper,expected_wait_sec,median_wait_sec,expected_work
R1_finite_duration,II,finite_horizon,60.0,0.1,2,60s × 2,0.05584,0.054842201847295054,0.0568548600484901,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,2,60s × 2,0.057535,0.05652292872981562,0.05856406805449314,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,2,60s × 2,0.05602,0.05502067397020215,0.05703638101108993,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,3,60s × 3,5e-06,8.826233199317767e-07,2.832410980122599e-05,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,3,60s × 3,0.000155,0.00010920390367427027,0.00021999706736933037,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,3,60s × 3,0.00556,0.005243479900073328,0.0058955134441089655,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,3,60s × 3,0.016025,0.015483891242772442,0.016584700100465616,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,3,60s × 3,0.016915,0.01635905667460761,0.01748950048030361,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,3,60s × 3,0.017475,0.01690993204571564,0.018058603597439372,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,3,60s × 3,0.01686,0.016304961357114404,0.017433597910558585,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,3,60s × 3,0.016765,0.01621152765127599,0.017337035265712782,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,5,60s × 5,0.0,0.0,1.920692519040967e-05,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,5,60s × 5,0.0,0.0,1.920692519040967e-05,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,5,60s × 5,2.5e-05,1.0678551460593864e-05,5.8527413383556285e-05,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,5,60s × 5,0.000865,0.0007453911565162184,0.0010037825406936118,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,5,60s × 5,0.00167,0.0015003686796733525,0.0018587740943869213,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,5,60s × 5,0.001735,0.001561928999754652,0.001927211277405347,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,5,60s × 5,0.00165,0.0014814404866797842,0.001837703055657497,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,5,60s × 5,0.00172,0.0015477169619741479,0.0019114238913936067,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,10,60s × 10,0.0,0.0,1.920692519040967e-05,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,10,60s × 10,0.0,0.0,1.920692519040967e-05,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,10,60s × 10,0.0,0.0,1.920692519040967e-05,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,10,60s × 10,0.0,0.0,1.920692519040967e-05,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,10,60s × 10,1e-05,2.7423649747610273e-06,3.646417607714484e-05,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,10,60s × 10,1e-05,2.7423649747610273e-06,3.646417607714484e-05,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,10,60s × 10,1e-05,2.7423649747610273e-06,3.646417607714484e-05,,,
R1_finite_duration,II,finite_horizon,60.0,0.1,10,60s × 10,0.0,0.0,1.920692519040967e-05,,,
R2_start_time,II,finite_horizon,60.0,0.1,2,60s × 2,0.055555,0.054559626987826265,0.05656744585590624,,,
R2_start_time,II,finite_horizon,60.0,0.1,2,60s × 2,0.055805,0.05480749927458207,0.056819563965687846,,,
R2_start_time,II,finite_horizon,60.0,0.1,2,60s × 2,0.050015,0.04906830888965701,0.05097897676680659,,,
R2_start_time,II,finite_horizon,60.0,0.1,2,60s × 2,0.05018,0.049231814445254304,0.051145464872924006,,,
R2_start_time,II,finite_horizon,60.0,0.1,2,60s × 2,0.049605,0.04866203485487273,0.050565266551269555,,,
R2_start_time,II,finite_horizon,60.0,0.1,2,60s × 2,0.050275,0.04932595530864882,0.0512413203602137,,,
R2_start_time,II,finite_horizon,60.0,0.1,2,60s × 2,0.049715,0.04877103344857323,0.05067626373204551,,,
R2_start_time,II,finite_horizon,60.0,0.1,2,60s × 2,0.05086,0.04990568562438444,0.051831567572375614,,,
R2_start_time,II,finite_horizon,60.0,0.1,2,60s × 2,0.049785,0.04884039686237839,0.050746897629270815,,,
R2_start_time,II,finite_horizon,60.0,0.1,2,60s × 2,0.000185,0.00013422787885250534,0.0002549719397755839,,,
R2_start_time,II,finite_horizon,60.0,0.1,2,60s × 2,0.00132,0.001170168526035638,0.0014889876928722689,,,
R2_start_time,II,finite_horizon,60.0,0.1,2,60s × 2,0.009435,0.009020634170527524,0.009868210319984545,,,
R2_start_time,II,finite_horizon,60.0,0.1,2,60s × 2,0.056145,0.05514461466249584,0.057162435517064944,,,
R2_start_time,II,finite_horizon,60.0,0.1,2,60s × 2,0.278745,0.2767841801988618,0.2807143190576042,,,
R2_start_time,II,finite_horizon,60.0,0.1,2,60s × 2,1.0,0.9999807930748096,1.0,,,
R2_start_time,II,finite_horizon,60.0,0.1,2,60s × 2,1.0,0.9999807930748096,1.0,,,
R3_abandonment,II,finite_horizon,60.0,0.1,2,60s × 2,0.05632,0.055318133988046775,0.0573389094690902,,,
R3_abandonment,II,finite_horizon,60.0,0.1,2,60s × 2,0.043915,0.0430257022089092,0.04482181777204174,,,
R3_abandonment,II,finite_horizon,60.0,0.1,2,60s × 2,0.05201,0.05104542892815201,0.052991780092680095,,,
R3_abandonment,II,finite_horizon,60.0,0.1,2,60s × 2,0.05403,0.05304773076255503,0.05502940066229931,,,
R3_abandonment,II,finite_horizon,60.0,0.1,2,60s × 2,0.05623,0.0552288951350143,0.057248151779369205,,,
R3_abandonment,II,finite_horizon,60.0,0.1,2,60s × 2,0.055415,0.05442082099337116,0.0564262572283004,,,
R3_abandonment,II,finite_horizon,60.0,0.1,2,60s × 2,0.055465,0.05447039435732825,0.05647668194365079,,,
R3_abandonment,II,finite_horizon,60.0,0.1,2,60s × 2,0.05613,0.05512974170524636,0.057147309050522184,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.05545,0.05445552232414579,0.056461554553041006,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.054895,0.05390527161950618,0.05590182657736758,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.050035,0.04908812759177578,0.05099915729641083,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.04414,0.04324850641082254,0.04504900492701206,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.027635,0.02692560382637553,0.02836254153205961,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.016905,0.016349221047204734,0.01747933649184499,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.01452,0.014004994436050982,0.0150536547200319,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.014555,0.014039371734455946,0.015089276077142173,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.05693,0.0559229941096594,0.05795402591502884,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.055575,0.054579456561596414,0.05658761551385909,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.056565,0.05556106564126366,0.05758596840447996,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.054595,0.05360785066959769,0.055599259051431184,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.05615,0.05514957231940285,0.05716747766808868,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.05541,0.0544158636695487,0.056421214744192115,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.055715,0.054718264597330445,0.056728802100186,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.055445,0.05445056498432102,0.05645651208493503,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.055905,0.05490664977636977,0.056920409622515114,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.057705,0.05669151113568772,0.05873547911826647,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.069505,0.06839870215546436,0.07062783481505532,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.084265,0.08305554718729696,0.08549042279479112,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.14105,0.1395314237149814,0.14258236493661283,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.1877,0.1859947148609096,0.18941728178456438,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.20759,0.2058181176511143,0.20937311494287558,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.20874,0.20696447285706757,0.21052671556099442,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.05648,0.05547678262502847,0.05750025468589244,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.061705,0.06065885503230474,0.06276798156624792,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.08869,0.08745192867526573,0.0899438713255344,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.125725,0.12427917704443008,0.12718520029942124,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.2809,0.278934506683161,0.2828739097914574,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.411605,0.4094499276439942,0.41376346794831026,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.507765,0.5055738298099542,0.5099558719064976,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.508445,0.5062538650628756,0.510635810532158,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.05542,0.05442577831948053,0.05643129971012177,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.064395,0.06332760909318978,0.06547912417210533,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.09936,0.0980566494232303,0.10067874070178627,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.15056,0.14899940471024115,0.15213401862563594,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.364425,0.36231840895677403,0.36653679900099134,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.54317,0.5409860682237595,0.5453522734503196,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.690685,0.688655660816606,0.6927070142383341,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.70437,0.7023661923841236,0.7063659569772742,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.056605,0.05560072845938169,0.057626304049807925,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.06646,0.06537666497514091,0.0675599889655532,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.115625,0.11423092800866398,0.11703383731507615,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.18946,0.18774854049315698,0.1911833885439403,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.47823,0.47604121081733264,0.48041962545219014,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.698805,0.696790554214224,0.7008118089202512,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.898065,0.8967313294605839,0.8993833793300644,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.94934,0.9483702223404702,0.9502925167799997,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.05608,0.055080165327108695,0.05709688734935236,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.068865,0.06776347593959867,0.06998308561578526,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.13244,0.13096148951997025,0.13393262987487578,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.22797,0.2261366275768282,0.22981382214289095,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.57958,0.5774151184141303,0.5817418246116565,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.823645,0.8219684785029607,0.8253090890464327,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.985415,0.984880191952729,0.9859311613880885,,,
R4_temporary_majority,II,external_hash,600.0,0.1,2,,0.999665,0.9995746300344666,0.999736175908983,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.0563,0.05529830306917323,0.057318741156240756,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.187695,0.1859897324826388,0.1894122643549044,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.41346,0.4113034476038894,0.41561987673072254,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.538605,0.5364195143936972,0.5407890026396088,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.69988,0.6978675816496738,0.701884740189912,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.05559,0.054594328765840146,0.056602742733407596,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.184045,0.1823527200295306,0.18574941701856648,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.4081,0.4059478105640305,0.4102557196688195,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.53173,0.5295425219643928,0.5339162591641348,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.69164,0.6896123741678405,0.6936602642018727,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.05573,0.05473313699251928,0.056743929128789415,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.17139,0.16974473043498028,0.17304789274039337,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.37716,0.37503823349119153,0.3792864852661892,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.496465,0.49427383735448965,0.4986562984384714,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.654685,0.6525982421841037,0.6567658157694501,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.055905,0.05490664977636977,0.056920409622515114,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.15565,0.15406781657287788,0.1572454112365008,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.342225,0.34014869792196917,0.3443073628232747,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.449185,0.44700603636425323,0.4513659156355539,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.60456,0.6024151548234409,0.6067008286243633,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.056125,0.055124784057321324,0.05714226689051647,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.10696,0.10561304032240143,0.10832205785735224,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.205635,0.20386936371538697,0.20741194397768045,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.275875,0.27392049203461327,0.2778381174696033,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.391015,0.3888784953607519,0.39315569117273186,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.056225,0.05522393744222451,0.057243109664228235,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.06905,0.06794709319365394,0.07016946125516767,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.100855,0.09954289154307713,0.10218244115323312,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.126875,0.12542348532445727,0.12834084784346608,,,
R5_acquisition_delay,II,external_hash,600.0,0.1,2,,0.181395,0.17971230617899878,0.18308993266580184,,,
R6_external_threshold,II,analytical,,0.1,1,,0.5,,,,,
R6_external_threshold,II,analytical,,0.1,2,,0.5,,,,,
R6_external_threshold,II,analytical,,0.1,3,,0.5,,,,,
R6_external_threshold,II,analytical,,0.1,5,,0.5,,,,,
R6_external_threshold,II,analytical,,0.1,10,,0.5,,,,,
R6_external_threshold,II,analytical,,0.1,1,,0.25,,,,,
R6_external_threshold,II,analytical,,0.1,2,,0.25,,,,,
R6_external_threshold,II,analytical,,0.1,3,,0.25,,,,,
R6_external_threshold,II,analytical,,0.1,5,,0.25,,,,,
R6_external_threshold,II,analytical,,0.1,10,,0.25,,,,,
R6_external_threshold,II,analytical,,0.1,1,,0.1,,,,,
R6_external_threshold,II,analytical,,0.1,2,,0.1,,,,,
R6_external_threshold,II,analytical,,0.1,3,,0.1,,,,,
R6_external_threshold,II,analytical,,0.1,5,,0.1,,,,,
R6_external_threshold,II,analytical,,0.1,10,,0.1,,,,,
R6_external_threshold,II,analytical,,0.1,1,,0.05,,,,,
R6_external_threshold,II,analytical,,0.1,2,,0.05,,,,,
R6_external_threshold,II,analytical,,0.1,3,,0.05,,,,,
R6_external_threshold,II,analytical,,0.1,5,,0.05,,,,,
R6_external_threshold,II,analytical,,0.1,10,,0.05,,,,,
R6_external_threshold,II,analytical,,0.1,1,,0.01,,,,,
R6_external_threshold,II,analytical,,0.1,2,,0.01,,,,,
R6_external_threshold,II,analytical,,0.1,3,,0.01,,,,,
R6_external_threshold,II,analytical,,0.1,5,,0.01,,,,,
R6_external_threshold,II,analytical,,0.1,10,,0.01,,,,,
R7_economics,II,economic,600.0,0.1,1,600s × 1,0.19999999999999998,,,,,
R7_economics,II,economic,600.0,0.1,2,600s × 2,0.055999999999999925,,,,,
R7_economics,II,economic,600.0,0.1,3,600s × 3,0.017119999999999906,,,,,
R7_economics,II,economic,600.0,0.1,5,600s × 5,0.0017818400000000187,,,,,
R7_economics,II,economic,600.0,0.1,10,600s × 10,7.859764652798608e-06,,,,,
R7_economics,II,economic,60.0,0.1,1,60s × 1,0.19999999999999998,,,,,
R7_economics,II,economic,60.0,0.1,2,60s × 2,0.055999999999999925,,,,,
R7_economics,II,economic,60.0,0.1,3,60s × 3,0.017119999999999906,,,,,
R7_economics,II,economic,60.0,0.1,5,60s × 5,0.0017818400000000187,,,,,
R7_economics,II,economic,60.0,0.1,10,60s × 10,7.859764652798608e-06,,,,,
R8_cost_accounting,II,cost,600.0,0.1,1,600s × 1,0.19999999999999998,,,,,
R8_cost_accounting,II,cost,600.0,0.1,2,600s × 2,0.055999999999999925,,,,,
R8_cost_accounting,II,cost,600.0,0.1,3,600s × 3,0.017119999999999906,,,,,
R8_cost_accounting,II,cost,600.0,0.1,5,600s × 5,0.0017818400000000187,,,,,
R8_cost_accounting,II,cost,600.0,0.1,10,600s × 10,7.859764652798608e-06,,,,,
R8_cost_accounting,II,cost,60.0,0.1,1,60s × 1,0.19999999999999998,,,,,
R8_cost_accounting,II,cost,60.0,0.1,2,60s × 2,0.055999999999999925,,,,,
R8_cost_accounting,II,cost,60.0,0.1,3,60s × 3,0.017119999999999906,,,,,
R8_cost_accounting,II,cost,60.0,0.1,5,60s × 5,0.0017818400000000187,,,,,
R8_cost_accounting,II,cost,60.0,0.1,10,60s × 10,7.859764652798608e-06,,,,,
